Unnamed: 0,origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
64,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.35,0.0
65,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.35,0.0
66,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.35,0.0
67,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.35,0.0
72,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.4,0.0
73,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.4,0.0
74,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.4,0.0
75,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.4,0.0
80,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.45,0.0
81,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.45,0.0
82,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.45,0.0
83,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.45,0.0
88,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.5,0.9269409567008158
89,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.5,0.1395331407758087
90,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.5,0.0
91,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.5,0.0
84,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.55,5.916537913881535
85,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.55,7.04507753840727
86,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.55,8.435207145752884
87,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.55,9.982734043430307
76,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.6,10.92585167208008
77,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.6,13.97790976028111
78,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.6,17.154571406989184
79,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.6,20.250778278392943
68,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.65,15.975150340574135
69,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.65,20.966080634885923
70,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.65,25.94353462222369
71,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.65,30.60078320646916
60,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.7,21.08584524710596
61,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.7,28.03922319182416
62,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.7,34.83936600135484
63,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.7,41.076637565917146
52,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.75,26.28116984587154
53,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.75,35.229492262605774
54,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.75,43.882506403142976
55,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.75,51.725965072665055
44,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.8,31.587004984671168
45,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.8,42.57270664082612
46,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.8,53.118004820375
47,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.8,62.60181604515556
36,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.85,37.03293328508373
37,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.85,50.10980833211499
38,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.85,62.5973536661437
39,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.85,73.76482866291197
28,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.9,42.65364560291224
29,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.9,57.88880907910317
30,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.9,72.38093690178219
31,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.9,85.28611191593335
20,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.95,48.49089183815876
21,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.95,65.96749025983284
22,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.95,82.54142567618636
23,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.95,97.25124435663618
12,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.975,51.50635845170036
13,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.975,70.14086112687635
14,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.975,87.79023880513707
15,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.975,103.43231946422398
4,2025-07-23,hospital admissions,2025-07-20,1,CZ,quantile,0.99,53.350851972020415
5,2025-07-23,hospital admissions,2025-07-27,2,CZ,quantile,0.99,72.69361879548585
6,2025-07-23,hospital admissions,2025-08-03,3,CZ,quantile,0.99,91.00082046511764
7,2025-07-23,hospital admissions,2025-08-10,4,CZ,quantile,0.99,107.2131449369249
92,2025-07-23,hospital admissions,2025-07-20,1,CZ,median,,0.9269409567008158
93,2025-07-23,hospital admissions,2025-07-27,2,CZ,median,,0.1395331407758087
94,2025-07-23,hospital admissions,2025-08-03,3,CZ,median,,0.0
95,2025-07-23,hospital admissions,2025-08-10,4,CZ,median,,0.0
0,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.01,0.0
1,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.01,0.0
2,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.01,0.0
3,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.01,0.0
8,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.025,0.0
9,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.025,0.0
10,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.025,0.0
11,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.025,0.0
16,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.05,0.0
17,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.05,0.0
18,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.05,0.0
19,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.05,0.0
24,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.1,0.0
25,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.1,0.0
26,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.1,0.0
27,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.1,0.0
32,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.15,0.0
33,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.15,0.0
34,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.15,0.0
35,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.15,0.0
40,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.2,0.0
41,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.2,0.0
42,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.2,0.0
43,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.2,0.0
48,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.25,0.0
49,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.25,0.0
50,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.25,0.0
51,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.25,0.0
56,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.3,0.0
57,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.3,0.0
58,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.3,0.0
59,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.3,0.0
64,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.35,0.0
65,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.35,0.0
66,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.35,0.0
67,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.35,0.0
72,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.4,0.0
73,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.4,0.0
74,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.4,0.0
75,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.4,0.0
80,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.45,0.3922795298341111
81,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.45,0.0
82,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.45,0.0
83,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.45,0.0
88,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.5,1.6589199141438686
89,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.5,0.7607585814131097
90,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.5,1.2189388014987166
91,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.5,0.9852067241675436
84,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.55,2.925560298453626
85,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.55,2.30179567200486
86,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.55,3.1190480398144835
87,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.55,3.1288146128642462
76,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.6,4.19720591597819
77,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.6,3.848922296869024
78,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.6,5.02666571540194
79,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.6,5.280893143691842
68,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.65,5.479001952981107
69,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.65,5.40839826184185
70,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.65,6.949510211531763
71,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.65,7.450149809321476
60,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.7,6.776383808880961
61,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.7,6.986836455798488
62,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.7,8.89573526526865
63,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.7,9.645783246727166
52,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.75,8.0952494412892
53,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.75,8.591412531395026
54,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.75,10.87418850525568
55,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.75,11.877774906539813
44,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.8,9.442168865236164
45,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.8,10.23011978883957
46,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.8,12.894725725141686
47,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.8,14.157243600556637
36,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.85,10.824651814170693
37,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.85,11.912094821223947
38,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.85,14.968612406495216
39,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.85,16.49689847974294
28,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.9,12.251504778737912
29,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.9,13.64805189985216
30,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.9,17.10905931887583
31,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.9,18.911643271354272
20,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.95,13.733326232088528
21,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.95,15.450885481928625
22,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.95,19.33196541592116
23,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.95,21.41941437702083
12,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.975,14.49882128570258
13,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.975,16.382212388046984
14,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.975,20.480297840241985
15,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.975,22.71490539089656
4,2025-07-23,hospital admissions,2025-07-20,1,EE,quantile,0.99,14.967057498263353
5,2025-07-23,hospital admissions,2025-07-27,2,EE,quantile,0.99,16.95188423781006
6,2025-07-23,hospital admissions,2025-08-03,3,EE,quantile,0.99,21.18270711458826
7,2025-07-23,hospital admissions,2025-08-10,4,EE,quantile,0.99,23.50732828491766
92,2025-07-23,hospital admissions,2025-07-20,1,EE,median,,1.6589199141438686
93,2025-07-23,hospital admissions,2025-07-27,2,EE,median,,0.7607585814131097
94,2025-07-23,hospital admissions,2025-08-03,3,EE,median,,1.2189388014987166
95,2025-07-23,hospital admissions,2025-08-10,4,EE,median,,0.9852067241675436
0,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.01,0.0
1,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.01,0.0
2,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.01,0.0
3,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.01,0.0
8,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.025,0.0
9,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.025,0.0
10,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.025,0.0
11,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.025,0.0
16,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.05,0.0
17,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.05,0.0
18,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.05,0.0
19,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.05,0.0
24,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.1,0.0
25,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.1,0.0
26,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.1,0.0
27,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.1,0.0
32,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.15,0.0
33,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.15,0.0
34,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.15,0.0
35,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.15,0.0
40,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.2,8.220875041708496
41,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.2,0.0
42,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.2,0.0
43,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.2,0.0
48,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.25,19.96678873345391
49,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.25,0.0
50,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.25,0.0
51,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.25,0.0
56,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.3,31.4680571938057
57,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.3,13.868638381763333
58,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.3,0.0
59,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.3,0.0
64,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.35,42.781974740544
65,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.35,29.33933327701748
66,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.35,18.28610051646424
67,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.35,8.847513737964405
72,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.4,53.95997496340692
73,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.4,44.62417429451719
74,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.4,37.10159567204378
75,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.4,30.75142212707576
80,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.45,65.04945767808933
81,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.45,59.78797612675751
82,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.45,55.76809273197573
83,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.45,52.481875573320565
88,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.5,76.09529187430587
89,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.5,74.89209280493642
90,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.5,74.36111793009266
91,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.5,74.12679733851915
84,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.55,87.14112607052242
85,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.55,89.99620948311534
86,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.55,92.9541431282096
87,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.55,95.77171910371774
76,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.6,98.23060878520482
77,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.6,105.16001131535566
78,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.6,111.62064018814156
79,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.6,117.50217254996257
68,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.65,109.40860900806774
69,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.65,120.44485233285538
70,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.65,130.43613534372108
71,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.65,139.4060809390739
60,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.7,120.72252655480604
61,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.7,135.91554722810952
62,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.7,149.48041487020316
63,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.7,161.5763268260652
52,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.75,132.22379501515783
53,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.75,151.64242649194225
54,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.75,168.8400549385716
55,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.75,184.1136971688257
44,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.8,143.96970870690325
45,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.8,167.70383459751653
46,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.8,188.61149685649696
47,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.8,207.13046334531668
36,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.85,156.02575683405095
37,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.85,184.1893217373245
38,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.85,208.90497606647347
39,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.85,230.7549550653684
28,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.9,168.4687370707645
29,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.9,201.20390134996887
30,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.9,229.84976312113787
31,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.9,255.1376616102328
20,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.95,181.39107421148896
21,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.95,218.87395545915703
22,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.95,251.60143309988416
23,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.95,280.45969446586867
12,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.975,188.06663228226097
13,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.975,228.00213955116843
14,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.975,262.8381416378296
15,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.975,293.540818952636
4,2025-07-23,hospital admissions,2025-07-20,1,GR,quantile,0.99,192.1499219299609
5,2025-07-23,hospital admissions,2025-07-27,2,GR,quantile,0.99,233.5856457105117
6,2025-07-23,hospital admissions,2025-08-03,3,GR,quantile,0.99,269.711385067185
7,2025-07-23,hospital admissions,2025-08-10,4,GR,quantile,0.99,301.5422503881524
92,2025-07-23,hospital admissions,2025-07-20,1,GR,median,,76.09529187430587
93,2025-07-23,hospital admissions,2025-07-27,2,GR,median,,74.89209280493642
94,2025-07-23,hospital admissions,2025-08-03,3,GR,median,,74.36111793009266
95,2025-07-23,hospital admissions,2025-08-10,4,GR,median,,74.12679733851915
0,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.01,89.14850995293256
1,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.01,78.16938810501668
2,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.01,68.91356023330259
3,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.01,60.75901217910986
8,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.025,90.86731068917416
9,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.025,80.27448049167268
10,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.025,71.34431154551233
11,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.025,63.47667476435876
16,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.05,93.67728870122372
17,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.05,83.71598665065355
18,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.05,75.31822056012305
19,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.05,67.91964011089316
24,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.1,99.11675650972236
25,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.1,90.3779469522119
26,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.1,83.0107897069937
27,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.1,76.52019387790334
32,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.15,104.3544460779728
33,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.15,96.79278038886788
34,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.15,90.4180013299136
35,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.15,84.80170823419104
40,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.2,109.42926226417651
41,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.2,103.00813548617592
42,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.2,97.59487520699344
43,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.2,92.82569716173757
48,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.25,114.37353192003462
49,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.25,109.06360438996522
50,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.25,104.58712841033778
51,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.25,100.64327390102189
56,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.3,119.21482176301706
57,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.3,114.99294929607817
58,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.3,111.43374616566268
59,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.3,108.29802525945362
64,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.35,123.97724899373397
65,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.35,120.82570762227436
66,2025-07-23,hospital admissions,2025-08-03,3,IE,quantile,0.35,118.16883534515748
67,2025-07-23,hospital admissions,2025-08-10,4,IE,quantile,0.35,115.82808387939048
72,2025-07-23,hospital admissions,2025-07-20,1,IE,quantile,0.4,128.68246382550274
73,2025-07-23,hospital admissions,2025-07-27,2,IE,quantile,0.4,126.58839535627882
